FeatureID	FeatureType	Contig	Strand	Left End	Right End	Num Intervals	FeatureName	db xref	function	GO biological process	locus tag	MultiFun	name	product	protein id	synonym	alternate product name	EC number	EnteroFam	GO cellular component	GO molecular function	structure	insertion sequence	regulation	molecular interaction	sequence correction	standard name	anticodon	codon recognized	note	comment	mutant phenotype	genetic interaction	transl except	modification	physical properties	evidence	ribosomal slippage	direction	pseudo	No Annotations	
ABE-0010738	CDS	Chromosome	forward	3420458	3421216	1	yhdZ	UniProtKB/Swiss-Prot:P45769	putative transport; Not classified		b3271		yhdZ	predicted amino-acid transporter subunit -!- ATP-binding component of ABC superfamily	AAC76303.1	ECK3258 -!- JW3239	putative ATP-binding component of a transport system																									
ABE-0010740	rRNA	Chromosome	complement	3421445	3421564	1	rrfF		RNA; Ribosomal and stable RNAs		b3272		rrfF	5S rRNA (rrfF)		rrfD -!- rrvD -!- ECK3259 -!- JWR0073	5S rRNA									version m56: 1 base deletion in second 5S rRNA of rrnD operon	5S rRNA of rrnD operon															
ABE-0010742	tRNA	Chromosome	complement	3421602	3421677	1	thrV		RNA; tRNA	GO:0006399 tRNA metabolism	b3273	information transfer; RNA related; tRNA -!- location of gene products; cytoplasm	thrV	tRNA-Thr(GGU)		ECK3260 -!- JWR0074				GO:0005737 cytoplasm								(pos:complement(3421642..3421644),aa:Thr)	ACY	anticodon: GGU -!- threonine tRNA1												
ABE-0010744	rRNA	Chromosome	complement	3421690	3421809	1	rrfD		RNA; Ribosomal and stable RNAs		b3274		rrfD	5S rRNA (rrfD)		ECK3261 -!- JWR0075	5S rRNA										5S rRNA of rrnD operon															
ABE-0010746	rRNA	Chromosome	complement	3421902	3424805	1	rrlD		RNA; Ribosomal and stable RNAs		b3275		rrlD	23S rRNA (rrlD)		ECK3262 -!- JWR0076	23S rRNA									version m56: 2 single-base insertions and 2 single-base deletions in 23S rRNA of rrnD operon -!- version m56: 2 single-base insertions and 2 single-base deletions in 23S rRNA of rrnD operon	23S rRNA of rrnD operon															
ABE-0010748	tRNA	Chromosome	complement	3424980	3425055	1	alaU		RNA; tRNA	GO:0006399 tRNA metabolism	b3276	information transfer; RNA related; tRNA -!- location of gene products; cytoplasm	alaU	tRNA-Ala(UGC)		talD -!- ECK3263 -!- JWR0077				GO:0005737 cytoplasm								(pos:complement(3425020..3425022),aa:Ala)	GCD	anticodon: UGC -!- alanine tRNA1B												
ABE-0010750	tRNA	Chromosome	complement	3425098	3425174	1	ileU		RNA; tRNA	GO:0006399 tRNA metabolism	b3277	information transfer; RNA related; tRNA -!- location of gene products; cytoplasm	ileU	tRNA-Ile(GAU)		ECK3264 -!- JWR0078				GO:0005737 cytoplasm								(pos:complement(3425138..3425140),aa:Ile)	AUY	anticodon: GAU -!- isoleucine tRNA1												
ABE-0010753	rRNA	Chromosome	complement	3425243	3426784	1	rrsD		RNA; Ribosomal and stable RNAs		b3278		rrsD	16S rRNA (rrnD)		ECK3265 -!- JWR0079	16S rRNA										16S rRNA of rrnD operon															
ABE-0010759	CDS	Chromosome	forward	3427258	3427812	1	yrdA	UniProtKB/Swiss-Prot:P0A9W9	putative enzyme; Not classified		b3279		yrdA	conserved protein	AAC76304.1	ECK3266 -!- JW5710	putative transferase		EnteroFam0010759: Trusted threshold=438.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010761	CDS	Chromosome	complement	3427788	3428045	1	yrdB	UniProtKB/Swiss-Prot:P45795			b3280		yrdB	conserved protein	AAC76305.1	ECK3267 -!- JW3241	orf, hypothetical protein																									
ABE-0010763	CDS	Chromosome	complement	3428042	3428860	1	aroE	UniProtKB/Swiss-Prot:P15770	enzyme; Amino acid biosynthesis: Chorismate		b3281		aroE	dehydroshikimate reductase, NAD(P)-binding	AAC76306.1	ECK3268 -!- JW3242	dehydroshikimate reductase	1.1.1.25	EnteroFam0010763: Trusted threshold=639.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010766	CDS	Chromosome	complement	3428865	3429437	1	yrdC	UniProtKB/Swiss-Prot:P45748			b3282		yrdC	predicted ribosome maturation factor	AAC76307.1	ECK3269 -!- JW3243	orf, hypothetical protein																									
ABE-0010768	CDS	Chromosome	complement	3429442	3429984	1	yrdD	UniProtKB/Swiss-Prot:P45771	putative enzyme; Not classified		b3283		yrdD	predicted DNA topoisomerase	AAT48175.1	ECK3270 -!- JW5949	putative DNA topoisomerase									version m56: frameshift error corrected, altering N-term.																
ABE-0010770	CDS	Chromosome	complement	3430013	3430486	1	smg	UniProtKB/Swiss-Prot:P0A828			b3284		smg	conserved protein	AAC76309.1	ECK3271 -!- JW3245	orf, hypothetical protein		EnteroFam0010770: Trusted threshold=352.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010779	CDS	Chromosome	forward	3431712	3432221	1	def	UniProtKB/Swiss-Prot:P0A6K3	enzyme; Proteins - translation and modification		b3287		def	peptide deformylase	AAC76312.1	fms -!- ECK3273 -!- JW3248	peptide deformylase	3.5.1.88	EnteroFam0010779: Trusted threshold=475.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010781	CDS	Chromosome	forward	3432236	3433183	1	fmt	UniProtKB/Swiss-Prot:P23882	enzyme; Aminoacyl tRNA synthetases, tRNA modification		b3288		fmt	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	AAC76313.1	ECK3274 -!- JW3249	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	2.1.2.9	EnteroFam0010781: Trusted threshold=840.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010785	CDS	Chromosome	forward	3433229	3434518	1	rsmB	UniProtKB/Swiss-Prot:P36929		GO:0009451 RNA modification	b3289		rsmB	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent	AAC76314.1	rrmB -!- sun -!- ECK3275 -!- JW3250 -!- fmu -!- fmv -!- yhdB	16S rRNA m5C967 methyltransferase	2.1.1.-	EnteroFam0010785: Trusted threshold=1123.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).	GO:0005737 cytoplasm																						
ABE-0010787	CDS	Chromosome	forward	3434540	3435916	1	trkA	UniProtKB/Swiss-Prot:P0AGI8	transport; Transport of small molecules: Cations		b3290		trkA	NAD-binding component of TrK potassium transporter	AAC76315.1	ECK3276 -!- JW3251	transport of potassium		EnteroFam0010787: Trusted threshold=1321.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010790	CDS	Chromosome	forward	3436046	3436456	1	mscL	UniProtKB/Swiss-Prot:P0A742	transport; Transport of small molecules: Other		b3291		mscL	mechanosensitive channel	AAC76316.1	ECK3277 -!- JW3252	mechanosensitive channel		EnteroFam0010790: Trusted threshold=350.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010793	CDS	Chromosome	complement	3436727	3437152	1	zntR	UniProtKB/Swiss-Prot:P0ACS5	putative regulator; Not classified		b3292		zntR	DNA-binding transcriptional activator in response to Zn(II)	AAC76317.1	yhdM -!- ECK3279 -!- JW3254																										
ABE-0010795	CDS	Chromosome	complement	3437163	3437531	1	yhdN	UniProtKB/Swiss-Prot:P36677			b3293		yhdN	conserved protein	AAC76318.1	ECK3280 -!- JW3255	orf, hypothetical protein																									
ABE-0010799	CDS	Chromosome	complement	3437638	3438021	1	rplQ	UniProtKB/Swiss-Prot:P0AG44	structural component; Ribosomal proteins - synthesis, modification		b3294		rplQ	50S ribosomal subunit protein L17	AAC76319.1	ECK3281 -!- JW3256	50S ribosomal subunit protein L17		EnteroFam0010799: Trusted threshold=372.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010802	CDS	Chromosome	complement	3438062	3439051	1	rpoA	UniProtKB/Swiss-Prot:P0A7Z4	enzyme; RNA synthesis, modification, DNA transcription		b3295		rpoA	RNA polymerase, alpha subunit	AAC76320.1	phs -!- sez -!- ECK3282 -!- JW3257	RNA polymerase, alpha subunit	2.7.7.6	EnteroFam0010802: Trusted threshold=1012.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010805	CDS	Chromosome	complement	3439077	3439697	1	rpsD	UniProtKB/Swiss-Prot:P0A7V8	structural component; Ribosomal proteins - synthesis, modification		b3296		rpsD	30S ribosomal subunit protein S4	AAC76321.1	ramA -!- sud2 -!- ECK3283 -!- JW3258	30S ribosomal subunit protein S4		EnteroFam0010805: Trusted threshold=619.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010807	CDS	Chromosome	complement	3439731	3440120	1	rpsK	UniProtKB/Swiss-Prot:P0A7R9	structural component; Ribosomal proteins - synthesis, modification		b3297		rpsK	30S ribosomal subunit protein S11	AAC76322.1	ECK3284 -!- JW3259	30S ribosomal subunit protein S11		EnteroFam0010807: Trusted threshold=392.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010809	CDS	Chromosome	complement	3440137	3440493	1	rpsM	UniProtKB/Swiss-Prot:P0A7S9	structural component; Ribosomal proteins - synthesis, modification		b3298		rpsM	30S ribosomal subunit protein S13	AAC76323.1	ECK3285 -!- JW3260	30S ribosomal subunit protein S13		EnteroFam0010809: Trusted threshold=333.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010812	CDS	Chromosome	complement	3440640	3440756	1	rpmJ	UniProtKB/Swiss-Prot:P0A7Q6	structural component; Ribosomal proteins - synthesis, modification		b3299		rpmJ	50S ribosomal subunit protein L36	AAC76324.1	ECK3286 -!- JW3261	50S ribosomal subunit protein L36		EnteroFam0010812: Trusted threshold=92.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010814	CDS	Chromosome	complement	3440788	3442119	1	secY	UniProtKB/Swiss-Prot:P0AGA2			b3300		secY	preprotein translocase membrane subunit	AAC76325.1	ECK3287 -!- JW3262 -!- prlA			EnteroFam0010814: Trusted threshold=1361.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).					expression regulated by acetate; expression is reduced by acetate																		
ABE-0010819	CDS	Chromosome	complement	3442127	3442561	1	rplO	UniProtKB/Swiss-Prot:P02413	structural component; Ribosomal proteins - synthesis, modification		b3301		rplO	50S ribosomal subunit protein L15	AAC76326.1	ECK3288 -!- JW3263	50S ribosomal subunit protein L15		EnteroFam0010819: Trusted threshold=390.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010821	CDS	Chromosome	complement	3442565	3442744	1	rpmD	UniProtKB/Swiss-Prot:P0AG51	structural component; Ribosomal proteins - synthesis, modification		b3302		rpmD	50S ribosomal subunit protein L30	AAC76327.1	ECK3289 -!- JW3264	50S ribosomal subunit protein L30		EnteroFam0010821: Trusted threshold=167.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010823	CDS	Chromosome	complement	3442748	3443251	1	rpsE	UniProtKB/Swiss-Prot:P0A7W1	structural component; Ribosomal proteins - synthesis, modification		b3303		rpsE	30S ribosomal subunit protein S5	AAC76328.1	eps -!- spc -!- spcA -!- ECK3290 -!- JW3265	30S ribosomal subunit protein S5		EnteroFam0010823: Trusted threshold=489.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010825	CDS	Chromosome	complement	3443266	3443619	1	rplR	UniProtKB/Swiss-Prot:P0C018	structural component; Ribosomal proteins - synthesis, modification		b3304		rplR	50S ribosomal subunit protein L18	AAC76329.1	ECK3291 -!- JW3266	50S ribosomal subunit protein L18		EnteroFam0010825: Trusted threshold=327.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010827	CDS	Chromosome	complement	3443629	3444162	1	rplF	UniProtKB/Swiss-Prot:P0AG55	structural component; Ribosomal proteins - synthesis, modification		b3305		rplF	50S ribosomal subunit protein L6	AAC76330.1	ECK3292 -!- JW3267	50S ribosomal subunit protein L6		EnteroFam0010827: Trusted threshold=508.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
